ChronicIllness	MasterProductID	MasterProductFullName
Lipids	6992	PRAVASTATIN (MI) TAB 20MG 30 
Lipids	7009	PRAVASTATIN (SANDOZ) TAB 40MG 30 
Depression	7071	PRIADEL CR-TAB 400MG 100 
Hypertension	7086	PRITOR TAB 80MG 28 
Epilepsy	7687	SABRIL TAB 500MG 100 100
Epilepsy	7790	SEAZE TAB 5MG 56 
Depression	7871	SERTRALINE (GEN HLTH) TAB 100MG (AS HCL) 30 30
Depression	7872	SERTRALINE (GEN HLTH) TAB 50MG (AS HCL) 30 30
Depression	7881	SERTRALINE (GENRX) TAB 50MG (AS HCL) 30 30
Depression	7884	SERTRALINE (TW) TAB 100MG (AS HCL) 30 30
Lipids	7930	SIMVASTATIN (GENRX) TAB 10MG 30 
Lipids	7931	SIMVABELL TAB 10MG 30 
Lipids	7932	SIMVAHEXAL TAB 10MG 30 BOTTLE
Lipids	7944	SIMVAHEXAL TAB 40MG 30 BOTTLE
Lipids	7956	SIMVAHEXAL TAB 20MG 30 BLISTER
Lipids	7970	SIMVAR TAB 40MG 30 
Lipids	7981	SIMVAR TAB 80MG 30 
Lipids	7982	SIMVATRUST TAB 40MG 30 
Lipids	7991	SIMVASTATIN-GA TAB 80MG 30 
Lipids	7993	SIMVASTATIN (PHARMACOR) TAB 10MG 30 
Heart Failure	8137	SOLAVERT TAB 160MG 60 
Heart Failure	8193	SOTALOL (HEALTHSENSE) TAB 160MG 60 
Epilepsy	8411	TAMATE TAB 25MG 60 
Heart Failure	8515	TENLOL 50 TAB 50MG 30 
Epilepsy	8626	TOPAMAX TAB 25MG 60 BLISTER
Epilepsy	8640	TOPAMAX TAB 100MG 60 BOTTLE
Epilepsy	8642	TOPAMAX SPRINKLE CAP 25MG 60 
Epilepsy	8646	TOPAMAX TAB 100MG 60 BLISTER
Epilepsy	8649	TOPIRAMATE (GA) TAB 100MG 60 
Depression	8791	TRYPTANOL TAB 10MG 50 
Epilepsy	9060	VIMPAT TAB 200MG 56 56
Lipids	9135	VYTORIN TAB 10MG/80MG 30 
Depression	9238	XYDEP TAB 100MG (AS HCL) 30 30
Lipids	9348	ZIMSTAT TAB 5MG 30 BOTTLE
Lipids	9353	ZIMSTAT TAB 80MG 30 BOTTLE
Lipids	9387	ZOCOR TAB 20MG 30 
Immunology	9504	ACTEMRA VL 400MG/20ML 1 
Heart Failure	9507	CARVEDILOL (APO) TAB 6.25MG 60 
Heart Failure	9508	CARVEDILOL (APO) TAB 12.5MG 60 
Heart Failure	9509	CARVEDILOL (APO) TAB 25MG 60 
Epilepsy	9514	LAMOTRIGINE (APO) TAB 100MG 56 
Heart Failure	9519	ATENOLOL (GA) TAB 50MG 30 BOTTLE
Diabetes	9530	DIABEX XR ER-TAB 1G 60 
Diabetes	9549	METFORMIN (SANDOZ) TAB 500MG 100 BOTTLE
Epilepsy	9583	TOPIRAMATE (RANBAXY) TAB 100MG 60 
Diabetes	9590	APIDRA INJ 100 UNITS/ML, 3ML 5 1 
Hypertension	9641	EXFORGE HCT TAB 10MG/160MG/12.5MG 28 
Hypertension	9642	EXFORGE HCT TAB 10MG/160MG/25MG 28 
Immunology	9649	HUMIRA PFS 40MG/0.8ML 2 2
Urology	9740	FINASTERIDE (PHARMACOR) TAB 5MG 30 
Urology	9786	DUODART CD-CAP 500MCG/400MCG 30 
Diabetes	9796	METFORMIN (APO) TAB 1000MG 90 
Depression	9815	SERTRACOR TAB 50MG (AS HCL) 30 
Depression	9825	AXIT TAB 45MG 30 
Heart Failure	9828	BICARD TAB 10MG 28 
Diabetes	9836	GALVUMET TAB 50MG/500MG 60 
Diabetes	9858	ACPIO TAB 30MG (AS HCL) 28 
Hypertension	9863	CANDESARTEN (TPX) TAB 32MG 30 
Hypertension	9864	CANDESARTEN (TPX) TAB 16MG 30 
Diabetes	9889	PIOGLITAZONE (CHEM-MART) TAB 30MG (AS HCL) 28 
Diabetes	9890	PIOGLITAZONE (CHEM-MART) TAB 45MG (AS HCL) 28 
Diabetes	9892	PIOGLITAZONE (GEN HLTH) TAB 30MG (AS HCL) 28 
Diabetes	9893	PIOGLITAZONE (GEN HLTH) TAB 45MG (AS HCL) 28 
Diabetes	9899	PIOGLITAZONE (TW) TAB 45MG (AS HCL) 28 
Depression	9946	ESCICOR TAB 20MG 28 
Depression	9947	ESCITALOPRAM (PHARMACOR) TAB 10MG 28 
Diabetes	9977	VEXAZONE TAB 45MG (AS HCL) 28 
Epilepsy	9996	PHENOBARBITONE (ASPEN) TAB 30MG 200 
Osteoporosis	10004	RISEDRO ONCE-A-WEEK TAB 35MG 4 
Osteoporosis	10015	ACRIS O-PACK 35MG/1.25G 1 
Depression	10022	ESCITALOPRAM (GEN HLTH) TAB 20MG 28 
Depression	10068	ESCITALOPRAM (DRLA) TAB 10MG 28 
Depression	10069	ESCITALOPRAM (DRLA) TAB 20MG 28 
Heart Failure	10156	BISOPROLOL (GH) TAB 10MG 28 
Diabetes	10434	GLIMEPIRIDE (PHARMACOR) TAB 1MG 30 
Diabetes	10435	GLIMEPIRIDE (PHARMACOR) TAB 2MG 30 
Lipids	10458	SIMVACOR TAB 20MG 30 
Heart Failure	10483	BISOPROLOL (PFIZER) TAB 10MG 28 
Depression	10490	CITALOPRAM (AURO) TAB 20MG 28 
Epilepsy	10511	LAMOTRIGINE (PS) TAB 100MG 56 
Epilepsy	10512	LAMOTRIGINE (PS) TAB 200MG 56 
Lipids	10534	SIMVASTATIN (AURO) TAB 10MG 30 
Heart Failure	10581	BISOPROLOL (APO) TAB 10MG 28 
Heart Failure	10584	BISOPROLOL (CHEM MART) TAB 10MG 28 
Depression	10605	ENLAFAX XR SR-CAP 150MG 28 
Depression	10799	VENLAFAXINE XR (SANDOZ) SR-CAP 75MG 28 
Heart Failure	10823	BEPROL TAB 5MG 28 
Diabetes	10828	GLUCOBETE TAB 500MG 100 
Depression	10837	MILIVIN OD 45 OR-DISTAB 45MG 30 
Lipids	10850	PRAVASTATIN (ACTAVIS) TAB 20MG 30 
Lipids	10889	ATORVASTATIN (APO) TAB 20MG 30 
Lipids	10893	ATORVASTATIN (CHEM MART) TAB 20MG 30 
Lipids	10894	ATORVASTATIN (CHEM MART) TAB 40MG 30 
Lipids	10896	ATORVASTATIN (GEN HLTH) TAB 10MG 30 
Lipids	10901	ATORVASTATIN (SANDOZ) TAB 20MG 30 
Lipids	10905	ATORVASTATIN (TW) TAB 20MG 30 
Lipids	10907	ATORVASTATIN (TW) TAB 80MG 30 
Lipids	10914	CADATIN TAB 10MG/40MG 30 
Lipids	10931	LORSTAT 40 TAB 40MG 30 
Depression	10938	PAROXETINE (SYNTHON) TAB 20MG 30 
Lipids	10949	TORVASTAT TAB 10MG 30 
Lipids	10950	TORVASTAT TAB 20MG 30 
Heart Failure	10959	VOLIROP TAB 25MG 60 
Epilepsy	10984	KERRON TAB 1G 60 
Depression	10993	MIRTAZAPINE (GEN HLTH) TAB 45MG 30 
Depression	10994	MOCLOBEMIDE (PS) TAB 150MG 60 
Lipids	11019	ATORVASTATIN (SCP) TAB 10MG 30 
Lipids	11022	ATORVASTATIN (SCP) TAB 80MG 30 
Lipids	11024	ATORVASTATIN (STADA) TAB 20MG 30 
Lipids	11026	ATORVASTATIN (STADA) TAB 80MG 30 
Lipids	11081	PRAVASTATIN (PS) TAB 10MG 30 
Depression	11102	REMERON SOLTAB OR-DISTAB 15MG 30 
Depression	11104	REMERON SOLTAB OR-DISTAB 45MG 30 
Diabetes	11153	PRIOTEN 15 TAB 15MG (AS HCL) 28 
Epilepsy	11183	LEVETIRACETAM (PFIZER) TAB 250MG 60 
Epilepsy	11185	LEVETIRACETAM (PFIZER) TAB 1G 60 
Depression	11191	MIRTAZAPINE (PFIZER) TAB 15MG 30 
Depression	11192	MIRTAZAPINE (PFIZER) TAB 30MG 30 
Osteoporosis	11205	RISEDRONATE (APO) ONCE-A-MONTH TAB 150MG 1 
Osteoporosis	11206	RISEDRONATE (CM) ONCE-A-MONTH TAB 150MG 1 
Hypertension	11291	VALSART/AMLO/HCT 160/5/12.5-SZ TAB 5MG/160MG/12.5MG 28 
Osteoporosis	11336	FONAT TAB 70MG 4 
Hypertension	11372	IRBESARTAN (WINTHROP) TAB 75MG 30 
Hypertension	11373	IRBESARTAN (WINTHROP) TAB 150MG 30 
Hypertension	11374	IRBESARTAN (WINTHROP) TAB 300MG 30 
Hypertension	11378	IRBESARTAN (APO) TAB 75MG 30 
Hypertension	11380	IRBESARTAN (APO) TAB 300MG 30 
Hypertension	11382	IRBESARTAN HCTZ (APO) TAB 150MG/12.5MG 30 
Hypertension	11395	ABISART HCT TAB 300MG/25MG 30 
Hypertension	11398	ABISART TAB 300MG 30 
Depression	11436	DULOXETINE (TW) CAP 30MG 28 
Depression	11440	DULOXETINE (APO) CAP 60MG 28 
Hypertension	11447	IRBESARTAN HCTZ (CHEM-MART) TAB 300MG/25MG 30 
Hypertension	11448	IRBESARTAN HCTZ (GA) TAB 300MG/25MG 30 
Hypertension	11449	IRBESATZIDE (GH) TAB 300MG/25MG 30 
Hypertension	11452	IRBESARTAN HCT (STADA) TAB 300MG/25MG 30 
Hypertension	11455	IRBESAT (GH) TAB 75MG 30 
Hypertension	11469	IRBESARTAN HCTZ (CHEM-MART) TAB 150MG/12.5MG 30 
Hypertension	11471	IRBESATZIDE (GH) TAB 150MG/12.5MG 30 
Hypertension	11474	IRBESARTAN HCT (STADA) TAB 150MG/12.5MG 30 
Hypertension	11479	IRBESARTAN HCTZ (RBX) TAB 300MG/12.5MG 30 
Hypertension	11480	IRBESARTAN HCT (SANDOZ) TAB 300MG/12.5MG 30 
Hypertension	11481	IRBESARTAN HCT (STADA) TAB 300MG/12.5MG 30 
Hypertension	11491	KSART HCT TAB 300MG/25MG 30 
Depression	11516	DULOXETINE (DRLA) CAP 60MG 28 
Depression	11517	DULOXETINE (DRLA) CAP 30MG 28 
Urology	11523	FINASTERIDE (PCY CHOICE) TAB 5MG 28 
Diabetes	11538	METFORMIN XR 500 (APO) ER-TAB 500MG 120 BLST
Depression	11562	CITALOPRAM (GA) TAB 40MG 28 
Epilepsy	11565	GABAPENTIN (ASPEN) TAB 800MG 100 
Lipids	11571	ROSUVASTATIN (GH) TAB 10MG 30 
Lipids	11590	ROSUVASTATIN (TW) TAB 40MG 30 
Lipids	11592	ROSUVASTATIN (GH) TAB 5MG 30 
Lipids	11594	ROSUVASTATIN (CHEM-MART) TAB 5MG 30 
Osteoporosis	11601	ACRIS ONCE-A-MONTH TAB 150MG 1 
Depression	11606	COPERIN CAP 60MG 28 
Hypertension	11631	ADESAN HCT TAB 16MG/12.5MG 30 
Lipids	11633	ATORVASTATIN (SZ) TAB 10MG 30 
Lipids	11635	ATORVASTATIN (SZ) TAB 40MG 30 
Hypertension	11643	CANDESARTAN (ASPEN) TAB 4MG 30 
Hypertension	11648	CANDESARTAN (GH) TAB 8MG 30 
Hypertension	11652	CANDESARTAN (APO) TAB 8MG 30 
Hypertension	11653	CANDESARTAN (GA) TAB 16MG 30 
Hypertension	11654	CANDESARTAN (GH) TAB 16MG 30 
Hypertension	11662	CANDESARTAN HCT (STADA) TAB 16MG/12.5MG 30 
Hypertension	11666	CANDESARTAN (SANDOZ) TAB 32MG 30 
Hypertension	11667	CANDESARTAN (STADA) TAB 32MG 30 
Hypertension	11668	CANDESARTAN (APO) TAB 32MG 30 
Hypertension	11672	CANDESARTAN HCT (STADA) TAB 32MG/12.5MG 30 
Hypertension	11673	CANDESARTAN HCTZ (GA) TAB 32MG/25MG 30 
Hypertension	11675	CANDESARTAN COMBI (ASPEN) TAB 32MG/25MG 30 
Hypertension	11677	CANDESARTAN HCTZ (APO) TAB 32MG/25MG 30 
Heart Failure	11695	METOPROLOL (APO) TAB 100MG 60 
Lipids	11722	ROSTOR 5 TAB 5MG 30 
Hypertension	11738	CANDESARTAN HCT (SANDOZ) TAB 16MG/12.5MG 30 
Hypertension	11742	CANDESARTAN HCT (SANDOZ) TAB 32MG/25MG 30 
Hypertension	11778	CANDESARTAN (RBX) TAB 32MG 30 
Epilepsy	11782	GABAPENTIN (ASPEN) CAP 100MG 100 
Hypertension	11808	CANDESARTAN (PHARMACOR) TAB 32MG 30 
Hypertension	11823	SEVIKAR HCT TAB 40MG/5MG/12.5MG 30 
Lipids	11832	ATOZET COMPOSITE PACK 10MG/20MG 1 
Hypertension	11839	CANDESARTAN (AURO) TAB 16MG 30 
Chronic Obstructive Pulmonary Disease (COPD)	11870	SYMBICORT RHALER 200MCG/6MCG 120D X 2 1 
Depression	11908	SERTRALINE (APO) TAB 50MG (AS HCL) 30 30
Lipids	11917	CROSUVA 10 TAB 10MG 30 
Diabetes	11921	NESINA MET TAB 12.5MG/500MG 56 
Diabetes	11938	KOMBIGLYZE XR CR-TAB 5MG/1000MG 28 
Diabetes	11939	KOMBIGLYZE XR CR-TAB 2.5MG/1000MG 56 
Diabetes	11961	TRAJENTAMET TAB 2.5MG/1G 60 
Heart Failure	11967	METOPROLOL (ACTAVIS) TAB 50MG 100 
Heart Failure	11968	METOPROLOL (ACTAVIS) TAB 100MG 60 
Epilepsy	11991	CARBAMAZEPINE (SANDOZ) TAB 100MG, 100 100 
Depression	11994	CILOPAM-S TAB 20MG 28 
Heart Failure	12015	MISTROM TAB 50MG 100 
Heart Failure	12016	MISTROM TAB 100MG 60 
Lipids	12044	CADIVAST TAB 10MG/40MG 30 
Lipids	12045	CADIVAST TAB 10MG/80MG 30 
Lipids	12047	CADIVAST TAB 5MG/20MG 30 
Hypertension	12054	CANDESARTAN (CHEM-MART) TAB 16MG 30 
Hypertension	12058	CANDESARTAN HCTZ (CHEM-MART) TAB 16MG/12.5MG 30 
Hypertension	12060	CANDESARTAN HCTZ (CHEM-MART) TAB 32MG/12.5MG 30 
Hypertension	12062	CANDESARTAN HCTZ (CHEM-MART) TAB 32MG/25MG 30 
Hypertension	12063	CANDESARTAN HCTZ (TW) TAB 32MG/25MG 30 
Osteoporosis	12070	FONATPLUS TAB 70MG/140MCG 4 
Chronic Obstructive Pulmonary Disease (COPD)	12115	BRETARIS INHL 322MCG 1 60
Hypertension	12143	IRBESARTAN HCT (ACTAVIS) TAB 300MG/25MG 30 
Heart Failure	12152	METROL-XL CR-TAB 23.75MG 15 
Diabetes	12161	ONGLYZA TAB 2.5MG (AS HCL) 28 
Lipids	12203	ATORVASTATIN (AN) TAB 40MG 30 
Lipids	12204	ATORVASTATIN (AN) TAB 80MG 30 
Heart Failure	12206	BISOPROLOL (AN) TAB 2.5MG 28 
Hypertension	12213	CANDESARTAN (AN) TAB 16MG 30 
Hypertension	12217	CANDESARTAN HCTZ (AN) TAB 32MG/25MG 30 EA
Heart Failure	12218	CARVEDILOL (AN) TAB 3.125MG 30 
Heart Failure	12219	CARVEDILOL (AN) TAB 6.25MG 60 
Depression	12227	CITALOPRAM (AN) TAB 20MG 28 BLISTER
Diabetes	12262	GLIMEPIRIDE (AN) TAB 4MG 30 
Diabetes	12263	GLIMEPIRIDE (AN) TAB 3MG 30 
Hypertension	12276	IRBESARTAN HCT (GH) TAB 300MG/25MG 30 
Epilepsy	12286	LEVETIRACETAM (AN) TAB 500MG 60 
Diabetes	12294	METFORMIN (AN) TAB 850MG 60 
Depression	12299	MIRTAZAPINE (AN) TAB 30MG 30 
Depression	12304	MIRTAZAPINE (AN) TAB 15MG 30 
Hypertension	12307	MIZART HCT TAB 40MG/12.5MG 28 
Depression	12310	MOCLOBEMIDE (AN) TAB 150MG 60 
Depression	12340	PAROXETINE (AN) TAB 20MG 30 
Lipids	12346	PRAVASTATIN (AN) TAB 40MG 30 
Lipids	12367	ROSUVASTATIN (AN) TAB 5MG 30 
Lipids	12369	ROSUVASTATIN (AN) TAB 20MG 30 
Lipids	12375	SIMVASTATIN (AN) TAB 20MG 30 
Lipids	12377	SIMVASTATIN (AN) TAB 80MG 30 
Hypertension	12389	TELMISARTAN (PHARMACOR) TAB 80MG 28 
Hypertension	12397	TELMISARTAN (APO) TAB 80MG 28 
Hypertension	12398	TELMISARTAN HCTZ (CHEM-MART) TAB 40MG/12.5MG 28 
Depression	12448	CILOPAM-S TAB 10MG 28 
Urology	12460	FINASTERIDE (GH) TAB 5MG 30 
Osteoporosis	12461	FONAT PLUS TAB 70MG/70MCG 4 
Lipids	12498	AMLODIPINE/ATORVASTATIN BLOOMS TAB 5MG/40MG 30 
Lipids	12502	AMLODIPINE/ATORVASTATIN BLOOMS TAB 5MG/80MG 30 
Lipids	12503	AMLODIPINE/ATORVASTATIN (TW) TAB 5MG/80MG 30 
Lipids	12507	AMLODIPINE/ATORVASTATIN C-MART TAB 5MG/10MG 30 
Lipids	12508	AMLODIPINE/ATORVASTATIN (TW) TAB 10MG/10MG 30 
Lipids	12510	AMLODIPINE/ATORVASTATIN C-MART TAB 10MG/20MG 30 
Lipids	12511	AMLODIPINE/ATORVASTATIN BLOOMS TAB 10MG/20MG 30 
Lipids	12519	AMLODIPINE/ATORVASTATIN C-MART TAB 10MG/80MG 30 
Lipids	12521	AMLODIPINE/ATORVASTATIN (TW) TAB 10MG/80MG 30 
Lipids	12525	AMLODIPINE/ATORVASTATIN C-MART TAB 5MG/20MG 30 
Lipids	12526	AMLODIPINE/ATORVASTATIN BLOOMS TAB 5MG/20MG 30 
Epilepsy	12542	FYCOMPA TAB 10MG 28 
Epilepsy	12544	FYCOMPA TAB 12MG 28 
Epilepsy	12546	FYCOMPA TAB 4MG 28 
Hypertension	12552	IRBESARTAN (ACTAVIS) TAB 300MG 30 
Heart Failure	12555	METOPROLOL (AN) TAB 100MG 60 
Depression	12569	SERTRALINE (AN) TAB 50MG 30 30
Chronic Obstructive Pulmonary Disease (COPD)	12571	ULTIBRO BREEZHALER INH-CAP 110MCG/50MCG 30D 30 
Chronic Obstructive Pulmonary Disease (COPD)	12581	BREO ELLIPTA INHL 100MCG/25MCG 30D 1 
Osteoporosis	12644	RALOXIFENE (AN) TAB 60MG 28 28
Osteoporosis	12646	RALOXIFENE (APO) TAB 60MG 28 28 BLISTER
Hypertension	12660	TELMISARTAN HCT (GH) TAB 80MG/12.5MG 28 
Diabetes	12677	JARDIANCE TAB 25MG 30 
Osteoporosis	12686	RALOXIFENE (APO) TAB 60MG 28 28 BOTTLE
Lipids	12691	ROSUVASTATIN (APO) TAB 5MG 30 BOTTLE
Depression	12704	BRINTELLIX TAB 5MG 28 
Hypertension	12713	IRBESARTAN HCT (ACTAVIS) TAB 300MG/12.5MG 30 
Osteoporosis	12774	ALENDRONATE PLUS D3 (APO) TAB 70MG/70MCG 4 
Osteoporosis	12775	ALENDRONATE PLUS D-CAL (SANDO) O-PK 70MG/140MCG/500MG 1 
Depression	12780	AMITRIPTYLINE (CHEM-MART) TAB 50MG 50 
Depression	12782	AMITRIPTYLINE (CHEM-MART) TAB 10MG 50 
Osteoporosis	12817	REDDYMAX PLUS D-CAL O-PK 70MG/140MCG/500MG 1 
Lipids	12836	ATORVASTATIN (BLOOMS) TAB 40MG 30 
Hypertension	12843	DILART TAB 40MG 28 
Hypertension	12844	DILART TAB 80MG 28 
Hypertension	12845	DILART TAB 160MG 28 
Hypertension	12847	DILART HCT TAB 80MG/12.5MG 28 
Hypertension	12849	DILART HCT TAB 160MG/25MG 28 
Lipids	12866	PRAVASTATIN-AURO TAB 20MG 30 
Depression	12888	DEPRETA CAP 60MG 28 
Urology	12894	FINIDE TAB 5MG 30 
Heart Failure	12913	METOPROLOL (RBX) TAB 50MG 100 
Heart Failure	12914	METOPROLOL (RBX) TAB 100MG 60 
Depression	12924	PAROXETINE (GH) TAB 20MG 30 
Osteoporosis	12936	ALENDRONATE PLUS D3 (TW) TAB 70MG/70MCG 4 
Osteoporosis	12989	ALENDROBELL PLUS D3 TAB 70MG/140MCG 4 
Diabetes	12998	BYDUREON (DUAL CHAMBER PEN) INJ 2MG 4 CART
Immunology	13023	COSENTYX INJ 150MG/ML, 2X1ML 2 
Depression	13068	TALAM TAB 40MG 28 
Chronic Obstructive Pulmonary Disease (COPD)	13121	BRIMICA GENUAIR INHL 340MCG/12MCG 1 60
Osteoporosis	13154	OSTEOVAN VL 5MG/100ML 1 1X100ML
Immunology	13170	MABTHERA IV-SOLN 100MG/10ML 2 
Diabetes	13187	ACTAZE TAB 15MG (AS HCL) 28 
Diabetes	13188	ACTAZE TAB 30MG (AS HCL) 28 
Depression	13191	AMITRIPTYLINE (ALPHAPHARM) TAB 10MG 50 
Diabetes	13249	JARDIAMET TAB 12.5MG/1000MG 60 
Diabetes	13250	JARDIAMET TAB 12.5MG/500MG 60 
Diabetes	13251	JARDIAMET TAB 5MG/1000MG 60 
Lipids	13275	ROSUVASTATIN (AMNEAL) TAB 10MG 30 
Depression	13288	CITALOPRAM (AN) TAB 10MG 28 
Osteoporosis	13362	ATELVIA ONCE-A-MONTH TAB 150MG 1 
Heart Failure	13370	INPLER TAB 50MG 30 
Urology	13396	FINASTERIDE (AURO) TAB 5MG 30 
Hypertension	13406	IRBESARTAN HCTZ (BLOOMS) TAB 300MG/12.5MG 30 
Depression	13485	ENTRIP TAB 10MG 50 
Depression	13486	ENTRIP TAB 25MG 50 
Depression	13487	ENTRIP TAB 50MG 50 
Heart Failure	13488	ESPLER TAB 25MG 30 
Diabetes	13519	GLYBOSAY TAB 100MG 90 
Diabetes	13544	FORMET 500 TAB 500MG 100 BLISTER
Lipids	13572	ATORVASTATIN (AMNEAL) TAB 20MG 30 
Immunology	13606	ACTEMRA SUBCUTANEOUS PFS 162MG/0.9ML 4 
Hypertension	13618	CANDESAN COMBI TAB 32MG/12.5MG 30 
Hypertension	13619	CANDESAN COMBI TAB 32MG/25MG 30 
Hypertension	13622	CANDESAN TAB 16MG 30 
Hypertension	13623	CANDESAN TAB 32MG 30 
Hypertension	13665	OLMESARTAN/AMLODIPINE (MYL) TAB 20MG/5MG 30 
Hypertension	13666	OLMESARTAN/AMLODIPINE (MYL) TAB 40MG/5MG 30 
Hypertension	13669	OLMESARTAN (MYL) TAB 40MG 30 
Heart Failure	1036	BICOR TAB 5MG 28 
Heart Failure	1400	CARVEDILOL (TW) TAB 25MG 60 
Lipids	2118	CRESTOR TAB 20MG 30 
Diabetes	2439	DIAFORMIN XR ER-TAB 500MG, 120 1 
Diabetes	2443	DIAMICRON MR-TAB 30MG 100 
Depression	3219	EXTINE TAB 20MG 30 
Epilepsy	3645	GABATINE CAP 300MG 100 
Lipids	3727	GEMFIBROZIL-BC TAB 600MG 60 
Diabetes	3805	GLIMEPIRIDE (SANDOZ) TAB 4MG 30 
Diabetes	4070	HUMALOG KWIKPEN INJ 100 UNITS/ML, 3ML 5 1 
Diabetes	4086	HUMULIN NPH INJ 100 UNITS/ML, 3ML 5 1 
Diabetes	4480	JANUMET TAB 50MG/850MG 56 
Epilepsy	4582	KEPPRA TAB 500MG 60 
Epilepsy	4663	LAMICTAL TAB 50MG 56 
Epilepsy	4797	LEVETIRACETAM (CHEM-MART) TAB 1G 60 
Depression	4818	LEXAPRO TAB 10MG 28 
Depression	4820	LEXAPRO O-SOLN 10MG/ML, 28ML 1 
Depression	4825	LEXAM TAB 20MG 28 
Lipids	4875	LIPOSTAT TAB 10MG 30 
Depression	5038	LUVOX TAB 50MG 30 
Epilepsy	5055	LYRICA CAP 300MG 56 
Epilepsy	5056	LYRICA CAP 25MG 56 
Immunology	5069	MABTHERA IV-SOLN 100MG/10ML 2 
Heart Failure	5330	METOHEXAL TAB 50MG 100 BOTTLE
Depression	5517	MOCLOBEMIDE (TW) TAB 150MG 60 
Epilepsy	5877	NEURONTIN TAB 800MG 100 
Diabetes	6044	NOVOMIX 30 PENFILL INJ 100 UNITS/ML, 3ML 5 1 
Hypertension	6161	OLMETEC PLUS TAB 20MG/12.5MG 30 
Osteoporosis	6279	OSSMAX TAB 70MG 4 
Diabetes	6346	OZICLIDE MR-TAB 30MG 100 
Depression	6519	PARNATE TAB 10MG 50 
Depression	6535	PAROXETINE (GENRX) TAB 20MG 30 
Epilepsy	6738	PHENYTOIN AMP 250MG/5ML 5 
Depression	6842	PLACIL TAB 25MG 50 
Heart Failure	6957	PRESOLOL TAB 100MG 100 
Lipids	6972	PRAVASTATIN (APO) TAB 20MG 30 
Lipids	6980	PRAVACHOL TAB 40MG 30 
Lipids	6987	PRAVASTATIN (DP) TAB 20MG 30 
Lipids	7002	PRAVASTATIN (GA) TAB 40MG 30 
Lipids	7003	PRAVASTATIN (GEN HLTH) TAB 40MG 30 
Lipids	7007	PRAVASTATIN (TW) TAB 80MG 30 
Hypertension	7085	PRITOR TAB 40MG 28 
Diabetes	7137	PROTAPHANE NOVOLET INJ 100 UNITS/ML, 3ML 5 1 
Chronic Obstructive Pulmonary Disease (COPD)	7846	SERETIDE MET-AERO 250MCG/25MCG 120D 1 
Depression	7866	SERTRALINE (GENRX) TAB 100MG (AS HCL) 30 30
Depression	7867	SERTRALINE (WINTHROP) TAB 50MG (AS HCL) 30 30
Depression	7869	SERTRALINE (CR) TAB 50MG (AS HCL) 30 30
Depression	7870	SERTRALINE (CR) TAB 100MG (AS HCL) 30 30
Depression	7875	SERTRATRUST TAB 50MG (AS HCL) 30 30
Depression	7880	SERTRALINE (TW) TAB 50MG (AS HCL) 30 30
Depression	7890	SETRONA TAB 50MG (AS HCL) 30 
Lipids	7934	SIMVASTATIN (TW) TAB 10MG 30 
Lipids	7935	SIMVASTATIN (CHEM-MART) TAB 20MG 30 
Lipids	7940	SIMVASTATIN (TW) TAB 20MG 30 
Lipids	7943	SIMVABELL TAB 40MG 30 
Lipids	7945	SIMVASTATIN-DP TAB 40MG 30 
Lipids	7948	SIMVASTATIN (GENRX) TAB 80MG 30 
Lipids	7950	SIMVAR TAB 10MG 30 
Lipids	7955	SIMVAHEXAL TAB 10MG 30 BLISTER
Lipids	7958	SIMVAHEXAL TAB 80MG 30 BLISTER
Lipids	7968	SIMVASTATIN (GN) TAB 80MG 30 
Lipids	7973	SIMVASTATIN (WINTHROP) TAB 40MG 30 
Lipids	7974	SIMVASTATIN (WINTHROP) TAB 80MG 30 
Lipids	7975	SIMVASTATIN (GEN HLTH) TAB 10MG 30 
Lipids	7976	SIMVASTATIN (GEN HLTH) TAB 20MG 30 
Lipids	7979	SIMVATRUST TAB 10MG 30 
Lipids	7987	SIMVASTATIN-SPIRIT TAB 80MG 30 
Lipids	7989	SIMVASTATIN-GA TAB 20MG 30 
Lipids	7996	SIMVASTATIN (PHARMACOR) TAB 40MG 30 
Lipids	7997	SIMVASTATIN (PHARMACOR) TAB 80MG 30 
Lipids	8031	SIMVASYN TAB 5MG 30 
Lipids	8032	SIMVASYN TAB 10MG 30 
Lipids	8033	SIMVASYN TAB 20MG 30 
Lipids	8034	SIMVASYN TAB 40MG 30 
Heart Failure	8183	SOTAB TAB 160MG 60 
Heart Failure	8188	SOTACOR IV AMP 40MG/4ML 5 
Heart Failure	8190	SOTALOL (DBL) TAB 160MG 60 
Heart Failure	8192	SOTALOL (CHEM-MART) TAB 160MG 60 
Chronic Obstructive Pulmonary Disease (COPD)	8377	SYMBICORT TURBHAL 200MCG/6MCG 120D 1 
Depression	8408	CITALOPRAM (SANDOZ) TAB 40MG 28 
Epilepsy	8414	TAMATE TAB 200MG 60 
Epilepsy	8464	TEGRETOL TAB 100MG 200 200
Epilepsy	8465	TEGRETOL TAB 200MG 200 200
Epilepsy	8468	TEGRETOL CR-TAB 400MG 200 
Depression	8608	TOLVON TAB 10MG 50 
Depression	8620	TOFRANIL AMP 25MG 10 
Epilepsy	8629	TOPAMAX TAB 50MG 60 BOTTLE
Epilepsy	8647	TOPIRAMATE (SANDOZ) TAB 100MG 60 
Epilepsy	8650	TOPIRAMATE (GA) TAB 200MG 60 
